server_count,avg_cpu_util,storage_tb,downtime_tolerance,compliance_level,growth_rate,budget_sensitivity,strategy
142,63,89.02491886064752,3.2481074007417017,3,22,2,Hybrid
362,65,3.0598855463565084,7.268253364160021,1,30,2,Cloud-Native
229,39,51.25595857762196,14.309979687356565,3,21,3,Lift-and-Shift
441,69,13.984698142365856,7.394759986477959,3,24,2,Hybrid
431,56,79.80129370659708,19.29424388570434,1,39,1,Hybrid
149,21,67.03858878319029,3.53376901948706,1,10,3,Hybrid
256,22,79.55476311730185,22.661785411488488,2,19,1,Lift-and-Shift
112,81,5.657884276858422,0.9260689983627837,2,22,3,Hybrid
86,32,82.96692015295255,21.519750560311632,1,4,2,Hybrid
225,24,62.13872923286508,3.3361687712860393,1,31,2,Cloud-Native
179,55,77.1680162520778,18.597229984598385,3,17,1,Hybrid
441,75,60.824658969634044,2.9473375387528193,1,28,2,Cloud-Native
497,24,97.49131590488027,18.868831294390965,3,6,3,Lift-and-Shift
26,74,11.435697291326397,15.303263729619939,1,23,1,Lift-and-Shift
377,47,71.10817279450798,18.406170214627462,2,6,1,Hybrid
336,56,34.12614500594822,3.7376529081919134,1,28,2,Cloud-Native
398,10,25.286290397096593,19.514912569009425,2,18,3,Lift-and-Shift
92,20,27.33554729723333,17.307193992576465,2,23,3,Hybrid
345,41,16.0095102382259,18.207418519607046,2,14,1,Hybrid
415,64,41.92753245595087,10.118769005719821,2,33,3,Cloud-Native
190,13,44.81529024550949,18.598568735523482,3,33,1,Hybrid
48,53,32.16565261604961,23.5757057230976,1,27,1,Lift-and-Shift
206,14,66.35744105524843,15.574445229376659,3,3,3,Lift-and-Shift
370,76,97.29345357624231,10.35367449706097,3,35,2,Cloud-Native
374,50,91.01385446691198,0.6857024873389566,2,33,3,Cloud-Native
476,28,70.32921132437787,10.985442691528533,1,34,3,Cloud-Native
408,89,65.55167165228902,16.890567690978862,3,25,1,Hybrid
456,48,9.34381140515243,13.129687077258406,2,8,3,Hybrid
281,46,22.159717054584146,12.524282760672028,2,33,2,Cloud-Native
392,30,3.3187524807544846,21.4225044527655,3,37,2,Cloud-Native
128,48,72.92441539355994,23.693435455664638,1,3,2,Hybrid
137,90,51.24243833193824,3.4096059361228512,3,7,2,Hybrid
157,83,73.94901088264679,11.148958272978938,1,37,3,Cloud-Native
370,90,66.88653398897928,20.345650602097805,1,22,2,Hybrid
150,83,67.57094640178364,17.28724800329763,3,15,1,Hybrid
172,76,58.65453553991742,19.836803989826986,2,29,1,Hybrid
80,64,83.01532531375618,2.425758340715186,1,27,1,Hybrid
248,37,45.17024461723265,9.17841408331191,3,25,3,Lift-and-Shift
291,76,78.10364725502926,20.99234762934448,3,31,3,Cloud-Native
221,66,69.21276829520258,22.773770794303825,3,26,1,Hybrid
78,74,13.585273809668983,17.212038340093574,1,32,3,Cloud-Native
65,37,46.087805009351676,1.266273655315214,1,35,2,Cloud-Native
476,25,60.55842116012768,10.102566689945009,1,23,3,Cloud-Native
153,15,52.75497239215036,3.266942014764866,2,23,2,Hybrid
155,72,3.7698007548538266,3.857430702748039,3,26,1,Hybrid
484,49,89.01666341770252,5.566164208965842,3,31,1,Hybrid
67,80,35.516245407528345,20.955023594573426,2,30,3,Cloud-Native
163,82,45.78506834900708,8.43884632260881,2,30,3,Cloud-Native
431,87,14.148151132711552,3.755273721083631,3,29,2,Cloud-Native
346,67,15.749276502193574,17.604807668496537,1,39,3,Cloud-Native
324,62,39.33627704567764,21.655743817179147,2,34,1,Hybrid
495,66,73.85536665067177,15.679038446996005,1,1,3,Hybrid
327,49,56.543391152253804,3.4088678667842087,3,5,1,Hybrid
494,89,54.64159856072591,18.303956361431982,3,33,1,Hybrid
389,70,50.76124131522748,0.9386056536931882,3,34,1,Hybrid
497,12,28.221290267176528,5.336417453469613,3,37,2,Cloud-Native
48,78,61.078627293725944,9.94224983333786,1,31,1,Hybrid
179,65,18.870292567303075,1.0653380952904936,3,20,2,Hybrid
136,21,12.349817790082284,2.8343403766439312,1,18,1,Hybrid
98,42,77.06216444725713,4.124343214256048,2,10,1,Hybrid
319,51,18.964326170757015,17.262564650735197,2,24,1,Hybrid
168,28,41.86945838785239,8.119118083726285,2,7,1,Hybrid
108,40,75.46124015825582,14.271683305930653,2,32,3,Cloud-Native
202,24,27.659465178866427,7.980906471039004,3,26,1,Lift-and-Shift
252,13,41.34188518465003,5.992900710350086,1,17,3,Cloud-Native
498,85,67.83464547283523,6.288428253903908,3,8,2,Hybrid
295,62,45.152243311009755,20.38752953664419,3,13,1,Hybrid
196,79,98.54556283094469,18.877556072632185,3,27,3,Cloud-Native
236,15,1.0991048026958627,11.41932326246939,3,18,3,Lift-and-Shift
90,10,6.957328061887424,22.162551744516023,2,38,2,Cloud-Native
434,58,99.92494501017312,20.297308808988802,1,37,3,Cloud-Native
149,15,16.980214209698964,13.051098229232558,1,19,1,Hybrid
207,25,83.2193126739962,17.539233860204057,2,27,1,Lift-and-Shift
317,74,95.78430019619762,7.980142632666176,3,21,3,Hybrid
138,67,28.028300772211693,16.06351015419525,2,21,1,Hybrid
240,86,33.51726714202454,21.979428669500045,1,0,3,Hybrid
248,10,90.24305440446945,16.308600497082594,2,35,3,Cloud-Native
365,72,76.48405890827117,13.146089161984595,3,4,3,Hybrid
20,66,67.55234540416407,8.795376210234439,2,38,2,Cloud-Native
203,32,84.07543348542316,19.578938148023248,1,7,2,Lift-and-Shift
194,34,45.01318801885073,5.7057379705003965,1,17,3,Cloud-Native
476,55,19.959655962189167,19.682599365084645,3,19,3,Hybrid
118,39,98.03179290806544,23.231467895436886,1,17,2,Hybrid
468,87,21.69954581339958,5.108039659486658,3,25,1,Hybrid
450,45,57.341120910139665,12.109266053931503,3,12,3,Hybrid
383,82,67.545379113823,14.669854900097814,1,4,3,Hybrid
70,18,13.615660121312903,22.438739913647826,1,33,3,Cloud-Native
405,45,19.993303223841266,16.432499848628503,3,34,3,Cloud-Native
134,81,88.42709167255973,0.5459416735203833,2,3,2,Hybrid
226,62,28.12952403016427,16.484076672642964,2,31,2,Cloud-Native
269,15,88.49644172490244,5.776882842955509,2,26,3,Cloud-Native
234,50,1.5107691272648327,5.0732912783740955,1,36,1,Hybrid
382,38,97.83146549958994,10.459776036498909,1,15,1,Lift-and-Shift
89,52,31.769779907327646,15.210875143814276,1,1,2,Hybrid
226,13,59.66054628733448,15.217982046111887,2,16,1,Lift-and-Shift
60,70,24.597562044273786,8.50884624618412,1,21,3,Cloud-Native
411,40,94.41121014370152,18.73011258690931,3,28,1,Hybrid
325,67,58.31451245663919,2.5100654281776467,1,2,2,Hybrid
165,18,78.48197773565384,1.9570524886192446,2,3,2,Hybrid
317,90,43.75205998505082,2.8929481724110597,1,35,1,Hybrid
155,58,40.766623239868835,15.006596443587085,2,14,3,Hybrid
408,89,2.0500480151751073,9.522120583123813,2,39,3,Cloud-Native
56,53,65.44122119859531,16.380738350740334,1,29,3,Cloud-Native
173,85,20.055650425647585,2.913206862574677,3,4,3,Hybrid
409,34,90.53262918999792,3.4605682155344466,3,16,2,Lift-and-Shift
220,71,72.73768061745344,10.948671369770167,1,8,1,Hybrid
35,26,31.855018950013122,10.742431011486461,3,22,2,Hybrid
303,79,77.77407077265414,3.964112971229913,2,38,2,Cloud-Native
154,57,97.056834785641,12.665493859211637,3,9,1,Hybrid
126,74,82.09919500859318,13.647073061611515,1,27,2,Cloud-Native
105,35,64.41492445723355,5.2296390380985995,1,21,1,Hybrid
346,70,69.78337610134675,23.575196511923938,3,21,3,Hybrid
294,52,61.99421059089546,10.339339276571181,1,6,2,Hybrid
453,15,50.097136659332975,22.11890941550494,3,14,3,Lift-and-Shift
122,69,62.76808174029523,6.116947437059399,3,21,3,Hybrid
197,36,40.63094409734164,19.91298159407179,1,23,1,Hybrid
42,55,3.971741280812533,3.206948376047955,2,28,1,Hybrid
328,84,91.35816773614094,8.957867063818597,1,12,1,Hybrid
150,32,22.67555900404483,6.656973033343714,1,21,3,Cloud-Native
130,32,20.402768441496118,4.637819471267709,2,6,1,Hybrid
430,27,38.513353033602606,19.004230892641626,1,21,1,Lift-and-Shift
161,68,24.77484335448164,19.522962601857117,3,10,3,Hybrid
414,89,88.28471571160918,21.1421141565378,1,7,1,Hybrid
456,26,79.69491353462988,5.004510365538564,2,23,2,Lift-and-Shift
311,64,97.72117248906308,6.246916514961566,1,39,3,Cloud-Native
101,78,30.12409185744219,3.9913225971199138,1,3,3,Hybrid
412,45,87.41229769974495,20.51031200173745,3,31,1,Hybrid
377,20,78.68185707625793,19.088434659632306,3,4,1,Lift-and-Shift
265,59,75.3794957575186,15.659181759891675,3,23,2,Hybrid
270,69,18.720853223357267,17.243441524253413,3,30,3,Cloud-Native
494,73,47.90205740604706,14.157887096868699,3,37,3,Cloud-Native
23,36,22.73310198332054,5.270511672823737,1,25,1,Hybrid
161,64,88.98218402513275,13.92720408882513,2,16,3,Hybrid
48,27,75.41065244614174,7.43362839107122,3,22,1,Hybrid
303,15,47.06005799557228,15.096456765419157,2,28,2,Cloud-Native
226,62,37.38368221108571,12.192261948808877,2,24,1,Hybrid
96,66,24.14524956268714,15.665839037175315,2,5,2,Hybrid
436,74,51.766307958353586,15.625878381257778,2,14,1,Hybrid
65,19,36.663452199025876,13.331612409704961,2,12,3,Hybrid
173,42,30.968842691003694,19.665772323007488,3,17,1,Hybrid
366,87,99.8015748385239,23.96251979911686,3,34,2,Cloud-Native
9,48,28.902681756083492,8.645860455211356,2,25,3,Hybrid
392,11,47.72839538570502,12.547203866749657,1,25,1,Lift-and-Shift
121,36,47.9693869288161,12.621895736415576,3,29,3,Cloud-Native
421,69,34.725297640260855,2.5180826213751617,1,27,3,Cloud-Native
218,36,44.42939931561963,20.544186935748904,1,23,1,Lift-and-Shift
300,26,31.251621629238468,17.838418936189317,2,22,2,Lift-and-Shift
120,63,43.14621547527996,18.186715315872167,3,34,2,Cloud-Native
171,85,3.3007441922289487,18.955908553726307,1,9,2,Hybrid
295,90,80.11543197704312,21.97317658949029,3,25,2,Hybrid
109,60,7.307215563316394,9.581195268228342,2,6,2,Hybrid
296,67,64.26132727846232,7.659168416195923,1,6,3,Hybrid
288,32,4.1738562570587305,16.692076919071763,2,1,1,Lift-and-Shift
106,18,91.22318571311578,9.56851168848361,1,14,2,Hybrid
342,77,7.927963830617847,1.8501497444758415,3,0,1,Hybrid
172,62,39.71942203154049,23.755485401321074,1,34,2,Cloud-Native
249,18,39.51029688533082,21.734306349187626,1,8,1,Lift-and-Shift
163,65,81.97171421540892,16.122627170066018,1,38,3,Cloud-Native
485,49,59.161703386115356,12.308162997246853,3,29,2,Cloud-Native
108,10,99.11742620264371,10.974692147249696,2,38,1,Hybrid
274,52,91.11995135511218,21.16212569950169,2,29,3,Cloud-Native
25,21,29.50326671439121,21.203360725894964,2,22,3,Hybrid
436,48,39.71794641531797,19.850595727821005,1,26,1,Hybrid
96,89,73.59115134012389,11.258961573538386,3,11,3,Hybrid
296,22,39.96158044163756,22.723652992592115,1,10,2,Lift-and-Shift
456,90,54.23601676446995,16.166438102967767,1,13,2,Hybrid
215,80,13.001831833543783,9.165203540016266,1,32,2,Cloud-Native
214,67,17.319071464418577,5.373244243804494,1,29,1,Hybrid
42,69,38.734401226208455,18.029999773089088,1,25,1,Lift-and-Shift
10,42,12.353588977462497,22.05271892776559,2,29,2,Cloud-Native
241,18,9.172314355480857,15.9400312095426,3,28,1,Lift-and-Shift
246,45,84.31469077598517,4.508843747561071,1,38,1,Hybrid
95,47,13.290986902495689,17.9239923520756,1,4,3,Hybrid
395,11,68.06093103477339,4.107167216803601,2,11,1,Lift-and-Shift
370,14,89.37608286611265,13.009021916090791,2,3,3,Lift-and-Shift
420,76,64.46020673656056,17.335645180277147,1,24,3,Cloud-Native
162,66,6.189110362696118,0.6096447195382431,2,12,1,Hybrid
196,40,20.79858341848296,0.8769034177775992,1,0,2,Hybrid
425,34,68.3159930424839,1.984529902661921,1,10,3,Lift-and-Shift
90,15,42.152320986520564,3.0305699718532835,2,20,3,Hybrid
325,34,62.84266196567424,22.456693148091524,2,27,1,Lift-and-Shift
123,37,11.48264614716959,8.0991439564534,1,25,3,Cloud-Native
166,11,39.52947929549236,11.281234396042379,1,17,3,Cloud-Native
324,57,5.34995533276941,21.30831118774548,2,19,3,Hybrid
260,23,71.54057975919523,19.094604665618277,3,10,2,Lift-and-Shift
496,22,60.38684737020041,23.563273529153594,3,24,3,Lift-and-Shift
478,27,33.87260818748007,15.43080611452708,3,20,3,Lift-and-Shift
251,18,34.17541659435056,14.800533070671754,3,28,2,Cloud-Native
266,39,50.83858439445037,17.05878456851058,1,14,1,Lift-and-Shift
320,25,31.576014238620065,17.84096217207387,1,39,1,Lift-and-Shift
35,27,38.07783922086597,7.470446163768148,1,24,1,Hybrid
333,14,24.568332846593144,17.544747934153428,2,21,1,Lift-and-Shift
147,50,64.71660508893517,18.371606233945307,3,26,3,Cloud-Native
421,46,75.30454018969564,5.881735517851776,3,21,2,Hybrid
129,36,54.39186346049103,21.805853356163478,3,15,3,Hybrid
361,38,61.19825657008492,9.464919133146033,2,11,2,Lift-and-Shift
327,10,7.397071153795765,12.053593800549548,1,3,3,Lift-and-Shift
77,36,13.430538960428379,4.581381879201681,3,13,1,Hybrid
264,20,43.19774181227327,11.476244817073493,1,12,1,Lift-and-Shift
222,32,60.979272251188554,7.622866620911604,3,28,3,Cloud-Native
108,44,86.38012715688052,11.807511615606956,2,25,2,Hybrid
90,70,44.69623101388684,12.374375025337665,3,27,1,Hybrid
424,71,2.96129663609713,9.463353824197025,1,19,3,Cloud-Native
280,29,55.73236154718827,4.628933970230485,2,29,2,Cloud-Native
237,46,38.1395416084831,14.741595881431117,1,21,1,Hybrid
371,70,20.375859143716994,22.029100529523244,1,0,3,Hybrid
378,57,49.6539180506093,22.253740174858073,2,23,2,Hybrid
255,49,64.46382346573981,14.325261627689057,2,2,1,Hybrid
202,82,17.073875943039287,18.429345110453678,2,22,3,Hybrid
368,72,63.86299474656917,9.152242711683378,1,24,2,Hybrid
381,41,24.99293405037246,1.3109279435464047,2,40,3,Cloud-Native
351,13,70.04967082218741,15.665338121170405,2,38,2,Cloud-Native
488,28,26.174515414938814,14.650509183041988,3,10,1,Lift-and-Shift
64,21,64.79534168131156,22.046747047693813,2,37,1,Hybrid
270,34,87.72461051398173,4.396854773157198,2,16,3,Lift-and-Shift
159,74,96.80065966983832,15.974422408910808,2,37,2,Cloud-Native
380,62,75.49376295330856,22.221533899007916,1,6,3,Hybrid
298,54,81.60857414550061,6.822001439296875,1,25,3,Cloud-Native
162,10,98.71552382164798,19.685150385316437,1,6,1,Hybrid
401,63,52.97123688658617,15.881248006790846,3,27,1,Hybrid
95,57,19.453603839134214,3.6568034637978837,2,11,3,Hybrid
490,24,45.6154176454404,19.63770569112505,1,12,1,Lift-and-Shift
388,33,81.10868399707454,5.00929356437005,2,28,3,Cloud-Native
472,89,11.81034930026409,15.45619053694579,1,18,1,Hybrid
198,25,28.399458083227135,8.540570066848145,3,15,2,Hybrid
253,22,1.9411510455950352,6.752897628897944,1,37,1,Lift-and-Shift
54,37,52.71111988564482,0.6706559906016758,3,33,2,Hybrid
482,72,47.84994653563389,8.42020425351509,2,21,2,Hybrid
354,53,99.94506839072075,19.695909013081565,2,25,2,Hybrid
317,17,97.5552010107554,21.0173196588531,1,0,2,Lift-and-Shift
450,61,72.79679853995661,21.367307955312523,1,1,3,Hybrid
67,77,28.667285488211597,16.9327186022612,1,23,2,Hybrid
321,70,51.97648616060266,16.01536764142268,1,40,2,Cloud-Native
13,56,87.47001468784863,23.28554305045015,3,20,3,Hybrid
232,39,61.06953861541359,9.903881984735346,3,5,2,Lift-and-Shift
224,70,98.7002748860088,20.641850005375172,1,24,2,Hybrid
315,34,71.48225537071363,20.941679997155656,3,32,1,Lift-and-Shift
70,73,79.88525528179034,7.5816851672554115,3,35,2,Cloud-Native
91,67,95.55007095971841,11.830960814446877,3,15,1,Hybrid
113,31,75.571999553418,16.004009905814094,1,6,2,Hybrid
371,13,16.86329250016319,22.33073293918944,2,17,1,Lift-and-Shift
373,42,66.92733544225938,22.860341169621837,3,7,3,Hybrid
74,78,63.721270872771925,12.06103139464096,3,21,1,Hybrid
482,83,76.86740128294305,14.615966379789075,3,21,2,Hybrid
471,58,65.7380452943453,18.949424238537613,2,14,1,Hybrid
137,24,29.806673762800944,3.1174892752973458,2,37,1,Hybrid
386,24,57.71106194262181,3.49431046138154,2,24,3,Lift-and-Shift
382,10,31.769092456449624,14.366404914011593,1,24,2,Lift-and-Shift
168,56,79.95429577865387,22.447241382444535,1,33,3,Cloud-Native
313,85,22.99201416635518,9.789841020225959,3,29,2,Cloud-Native
79,47,83.8844488015139,12.246067628112074,2,9,3,Hybrid
150,28,74.95893320344179,20.45449554421273,3,2,3,Hybrid
168,49,50.73542143436652,16.68209993393275,2,36,2,Cloud-Native
328,37,50.007526992693656,17.047301200871534,2,3,2,Lift-and-Shift
83,36,84.95892494569087,22.4591733257833,1,3,1,Hybrid
443,72,73.01215082994831,7.528891765573277,3,10,1,Hybrid
285,60,34.40360461787364,16.43061912525749,2,25,2,Hybrid
41,77,72.94870544240584,7.135555951780403,1,35,2,Cloud-Native
54,26,33.01843997444496,19.095020429335655,1,19,2,Hybrid
340,30,58.13858349337082,10.884267902783712,2,18,1,Lift-and-Shift
112,37,80.6314858800908,5.097894104421092,3,0,2,Hybrid
376,83,11.09283632154362,18.959232428888814,1,24,2,Hybrid
352,31,92.67254833561792,2.757121699722263,2,11,1,Hybrid
65,75,65.35968267552626,14.444721171221163,1,40,3,Cloud-Native
211,41,4.365289954553923,6.160102395870927,2,19,3,Hybrid
310,32,65.62689972501116,9.321233557406593,3,5,2,Lift-and-Shift
447,58,28.246387985356275,15.850093636365827,2,0,1,Hybrid
64,20,13.083104740326288,15.573119198654718,3,14,1,Hybrid
305,83,98.74758422889131,11.768211602662003,3,6,3,Hybrid
97,59,48.93495625254112,15.648021251069895,2,19,3,Hybrid
69,22,33.19766849492736,17.273551436950953,3,11,2,Hybrid
421,12,39.98585794903304,19.71037681479599,3,31,1,Lift-and-Shift
270,84,54.359196787038165,19.74244872157716,3,7,1,Hybrid
499,25,18.885753149824886,14.57891125483493,1,0,3,Lift-and-Shift
233,50,13.181485018694199,3.5271757767677605,1,10,1,Hybrid
292,42,85.2935605090395,1.3226240686203714,1,32,2,Cloud-Native
191,79,17.98871665360093,23.46192282224349,3,0,1,Hybrid
158,15,94.67524697358655,12.70691218419789,2,34,2,Cloud-Native
76,83,49.55383968215471,7.853997154404646,2,38,3,Cloud-Native
266,36,69.10510059298502,16.071499420437494,1,15,1,Lift-and-Shift
101,28,30.67121372932517,20.06675341023135,1,38,3,Cloud-Native
115,85,36.54745105998349,3.5195647003796204,3,27,1,Hybrid
286,42,26.806769779298072,15.76957009908563,1,25,2,Hybrid
47,42,67.97604137740278,22.59468421206706,1,34,1,Lift-and-Shift
41,90,73.5348149737013,23.890942822235196,3,12,3,Hybrid
195,82,66.07448724753662,19.78194289295781,3,10,2,Hybrid
425,29,32.319673607144125,19.012925540583115,2,1,3,Lift-and-Shift
131,19,27.742398122977466,12.98954888868904,3,35,2,Cloud-Native
38,52,64.37757141000361,9.026257890218993,2,17,1,Hybrid
449,38,28.09103190136306,2.801751098507385,1,24,1,Lift-and-Shift
405,25,18.397405856259844,17.615694251466767,2,37,2,Cloud-Native
53,77,35.541120948978495,13.945714759356239,2,35,2,Cloud-Native
316,22,89.76045408657464,4.512564290113113,2,11,2,Lift-and-Shift
417,78,55.61549787124306,21.227496858435163,2,30,3,Cloud-Native
70,43,1.9402494130967218,12.568787345742676,1,8,1,Hybrid
198,82,73.80681510619536,1.7423186978949494,3,40,2,Hybrid
367,41,68.14330728546975,10.328728095512753,2,11,2,Hybrid
186,69,50.7206953197356,6.98183989812794,2,33,3,Cloud-Native
456,39,31.213555693089134,20.66115464674788,2,26,2,Cloud-Native
437,21,63.83299137553581,2.3022904929063914,1,5,1,Lift-and-Shift
299,17,9.373926964383841,7.217495311221141,2,0,2,Lift-and-Shift
351,75,93.31170046589479,3.7060669792586154,2,32,3,Cloud-Native
351,78,70.09031333285917,10.0285791145761,3,12,3,Hybrid
8,64,70.55657966359077,18.11719688481781,1,33,3,Cloud-Native
316,15,61.1299810962122,23.169213518206103,3,33,1,Lift-and-Shift
94,19,37.33804277406249,3.632991813656578,2,3,2,Hybrid
258,58,17.877912483774757,23.288617485470976,2,15,3,Hybrid
440,25,29.716409203548885,11.853430050598892,2,13,1,Lift-and-Shift
382,90,57.31535251415168,5.610385076640729,2,32,1,Hybrid
483,69,89.35689691571235,20.436266835587187,1,22,1,Hybrid
320,68,33.52662832689817,8.816479493069316,1,22,3,Cloud-Native
100,61,36.09870006052784,2.8814378017476905,2,12,1,Hybrid
275,75,89.95248584611234,10.151897742676006,2,0,1,Hybrid
398,42,23.38342805653191,9.790932411672715,2,23,2,Hybrid
461,33,54.10631108539433,6.832819354193897,2,28,1,Lift-and-Shift
76,55,74.96201770724397,0.6365401405249775,3,12,1,Hybrid
102,46,4.985374444979076,9.771831124237258,3,21,1,Hybrid
87,35,94.88920811899158,23.052923054495512,2,7,2,Hybrid
255,80,50.06119199977955,16.520807327974904,1,20,2,Hybrid
261,59,14.010349347170777,23.005446970724837,1,8,1,Hybrid
181,74,2.351246572815699,16.584285106941056,1,21,2,Hybrid
310,11,43.99852297856739,7.302465782554812,2,5,2,Lift-and-Shift
131,89,16.097076767650307,12.514136134767648,1,17,1,Hybrid
447,43,99.43144898410604,6.31282771497045,2,12,2,Hybrid
366,23,70.41335045036088,12.304847675270292,1,12,3,Lift-and-Shift
327,29,23.70903503094358,3.6089515978854467,1,17,1,Lift-and-Shift
480,28,43.20399472675079,14.986982916978166,1,3,2,Lift-and-Shift
213,77,31.33814870801364,15.382784415281728,1,14,2,Hybrid
223,71,7.073622632596681,10.536211454354369,1,19,1,Hybrid
142,56,28.775038133240304,8.749076073782604,2,15,2,Hybrid
463,16,18.99341078138369,0.5125943103810375,3,20,1,Hybrid
151,70,28.735775999275706,14.75326284667775,2,11,2,Hybrid
490,72,36.99454302410731,7.652382333732562,1,0,3,Hybrid
287,26,33.789961618902545,17.920364413677365,2,37,3,Cloud-Native
314,57,24.586969773282,6.984753243146706,3,24,1,Hybrid
459,23,13.918055119561432,17.950804763608613,1,2,3,Lift-and-Shift
500,34,20.09982322723675,10.975590327749138,1,4,3,Lift-and-Shift
321,53,30.846165275646108,11.643665222500623,1,34,3,Cloud-Native
83,15,13.655362531386055,10.327995147084058,3,16,3,Hybrid
182,56,45.399739789639405,17.357158051875082,2,4,2,Hybrid
219,77,93.20190038004502,12.340931550307582,1,10,3,Hybrid
145,26,29.675979275249517,22.961368659921785,1,12,3,Hybrid
422,60,50.00756416309426,13.01304154061533,3,4,1,Hybrid
229,75,39.03089156513929,18.815246076664344,2,38,2,Cloud-Native
110,33,1.3564540955446813,13.939602476496109,3,0,3,Hybrid
238,74,71.06764810783667,12.839220256228845,2,14,2,Hybrid
367,44,55.66294117116358,4.521063776778743,1,34,1,Hybrid
154,15,64.32191896934663,22.638081016128197,2,8,2,Hybrid
452,16,64.59889930503326,6.351689746633932,1,34,1,Lift-and-Shift
5,54,63.635605051448884,23.34713775794274,2,5,3,Hybrid
457,80,27.139779891713555,3.639872603834103,3,18,2,Hybrid
34,90,81.7762934493304,19.86239697302769,1,17,1,Lift-and-Shift
136,12,54.20148077662617,23.500916100275333,3,6,3,Hybrid
386,58,94.61997414178138,6.547611467134996,3,40,3,Cloud-Native
287,36,81.86785593462216,5.685017381758846,2,13,3,Lift-and-Shift
327,60,16.40850623815905,5.945493851978924,3,27,2,Cloud-Native
80,71,10.275415153057548,4.7655682809328095,1,11,1,Hybrid
296,72,94.39215085073202,4.7395560943913475,2,1,2,Hybrid
88,32,81.93242089469385,16.653120396910747,1,4,1,Hybrid
41,64,25.280129619295828,21.86457979053475,2,6,3,Hybrid
274,27,72.94969786922614,19.487829076327607,3,6,2,Lift-and-Shift
201,12,11.893515987915261,0.8184734205974276,3,2,1,Hybrid
132,20,27.497991160459254,22.557062203016375,3,0,1,Hybrid
495,23,54.694646670498095,19.72900095918896,3,5,1,Lift-and-Shift
76,71,76.20750343592667,21.47117185549189,1,19,2,Hybrid
250,29,25.13707699277754,13.27287130626267,2,40,3,Cloud-Native
68,12,82.6675652444963,2.9161598257652606,2,6,3,Hybrid
458,63,15.04166761875026,21.935923611904304,1,14,2,Hybrid
202,28,35.977681278296515,7.2408858709654425,3,24,3,Lift-and-Shift
457,24,49.69023693193753,23.783049256266562,1,6,2,Lift-and-Shift
187,19,61.95398002891804,3.2812478055923964,1,2,3,Hybrid
82,32,43.434211988133065,8.368835520676297,1,27,1,Hybrid
462,48,62.85106892838099,7.24463051324385,1,17,2,Hybrid
343,57,93.3553015759192,19.55190624903246,3,4,1,Hybrid
446,29,78.00061991013257,3.9448435643763533,1,24,2,Lift-and-Shift
374,71,81.65032636123932,3.159354806537238,2,17,1,Hybrid
51,51,99.48239658494323,4.773999903627351,2,22,2,Hybrid
258,64,48.64756645000474,23.361948339102355,3,40,2,Cloud-Native
75,41,38.93533588534074,13.409472630783199,3,34,2,Cloud-Native
277,78,82.31901560560864,9.53874045584363,3,26,3,Cloud-Native
300,38,70.60623801974782,6.027037121356813,1,13,1,Lift-and-Shift
190,81,47.918708665698475,3.6394279684219235,1,3,2,Hybrid
189,27,30.175031524736056,3.8872956941159797,3,26,1,Hybrid
112,38,6.530700921658729,3.7383308504152386,3,9,2,Hybrid
380,13,69.91613089685444,10.480655429769898,1,6,3,Lift-and-Shift
302,19,48.20583040197403,14.457252692104943,1,1,1,Lift-and-Shift
192,28,8.820335956361397,2.311034469255998,3,26,1,Hybrid
396,33,47.506708999069296,3.792641357187311,3,19,2,Lift-and-Shift
215,53,44.95339001237074,15.653908080147989,1,18,1,Hybrid
84,17,88.23455708178113,1.2547990210211222,1,32,1,Hybrid
10,60,83.43532934739035,16.477733286348624,2,35,3,Cloud-Native
429,43,91.99587277795708,12.29400228106825,3,14,2,Hybrid
481,30,27.910933206521797,2.6605083402639202,2,8,3,Lift-and-Shift
113,61,62.28533228146795,5.644300704589764,1,35,3,Cloud-Native
435,19,81.83932472430342,11.50824824883999,2,25,2,Lift-and-Shift
89,16,80.53058679980289,15.696209098914373,1,17,1,Hybrid
58,19,36.90746128347386,18.801735616440457,2,1,1,Hybrid
149,30,54.61522358313194,2.035000428407516,3,0,2,Hybrid
101,80,20.97086606324096,22.33624485329255,1,17,1,Hybrid
296,82,5.442579282896162,23.68260837398696,2,2,1,Hybrid
166,21,94.40740500056654,0.6992501731420159,2,18,2,Hybrid
261,34,32.13277180815029,9.68007072101288,2,8,3,Lift-and-Shift
350,22,33.8005005890233,21.568012736172278,3,6,3,Lift-and-Shift
418,29,3.344845757859758,19.20762848093827,2,37,1,Lift-and-Shift
153,30,16.00224327709543,11.382996241380958,3,5,3,Hybrid
123,37,80.94012735385084,15.874173524307247,3,10,3,Hybrid
269,87,65.48809658591017,22.360339280686908,2,28,1,Hybrid
178,47,36.67131921443048,20.61488499561933,2,2,3,Hybrid
401,59,24.671952155778126,23.92972320202067,3,4,1,Hybrid
295,90,99.44604829888611,2.789042013966078,1,9,2,Hybrid
285,21,50.392313803116124,11.187984651866476,1,18,1,Lift-and-Shift
39,45,58.074650794040394,8.80415920240348,1,11,3,Hybrid
400,68,26.53646585068246,11.621632415759326,2,28,3,Cloud-Native
478,27,94.04311749542248,23.334495167175202,2,2,2,Lift-and-Shift
444,46,40.692982215391766,20.639522538055196,3,8,2,Hybrid
192,75,84.63872872172712,22.873056529988848,2,5,3,Hybrid
